ts,zone_id,flights_arrivals_30m,trains_arrivals_30m,cinema_outflow_30m,events_score,weather_code,rainfall_mm,temp_c
2025-07-31T21:00:00,Thaltej,0,0,1,0,2,1.2,29.4
2025-07-31T21:00:00,Vastrapur,0,0,1,0,2,1.2,29.4
2025-07-31T21:30:00,Ashram Road,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Bopal,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Ellis Bridge,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Gita Mandir,0,1,0,0,0,0.0,26.2
2025-07-31T21:30:00,Gota,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Hansol/Airport,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,IIM-A,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Jivraj,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Kalupur,0,1,0,0,0,0.0,26.2
2025-07-31T21:30:00,Maninagar,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Memnagar,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Motera,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Navrangpura,0,0,1,0,0,0.0,26.2
2025-07-31T21:30:00,Old City,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,Prahladnagar,0,0,1,0,0,0.0,26.2
2025-07-31T21:30:00,Riverfront,0,0,0,0,0,0.0,26.2
2025-07-31T21:30:00,SG Highway,0,0,1,0,0,0.0,26.2
2025-07-31T21:30:00,Shyamal,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Sindhu Bhavan,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Sola/Science City,0,0,0,0,1,0.0,26.2
2025-07-31T21:30:00,Thaltej,0,0,1,0,0,0.0,26.2
2025-07-31T21:30:00,Vastrapur,0,0,1,0,0,0.0,26.2
2025-07-31T22:00:00,Ashram Road,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Bopal,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Ellis Bridge,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Gita Mandir,0,1,0,0,2,2.9,34.6
2025-07-31T22:00:00,Gota,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Hansol/Airport,2,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,IIM-A,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Jivraj,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Kalupur,0,1,0,0,2,2.9,34.6
2025-07-31T22:00:00,Maninagar,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Memnagar,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Motera,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Navrangpura,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Old City,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Prahladnagar,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Riverfront,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,SG Highway,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Shyamal,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Sindhu Bhavan,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Sola/Science City,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Thaltej,0,0,0,0,2,2.9,34.6
2025-07-31T22:00:00,Vastrapur,0,0,0,0,2,2.9,34.6
2025-07-31T22:30:00,Ashram Road,0,0,0,0,1,0.0,33.5
2025-07-31T22:30:00,Bopal,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Ellis Bridge,0,0,0,0,1,0.0,33.5
2025-07-31T22:30:00,Gita Mandir,0,1,0,0,0,0.0,33.5
2025-07-31T22:30:00,Gota,0,0,0,0,1,0.0,33.5
2025-07-31T22:30:00,Hansol/Airport,2,0,0,0,1,0.0,33.5
2025-07-31T22:30:00,IIM-A,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Jivraj,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Kalupur,0,1,0,0,0,0.0,33.5
2025-07-31T22:30:00,Maninagar,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Memnagar,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Motera,0,0,0,0,1,0.0,33.5
2025-07-31T22:30:00,Navrangpura,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Old City,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Prahladnagar,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Riverfront,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,SG Highway,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Shyamal,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Sindhu Bhavan,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Sola/Science City,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Thaltej,0,0,0,0,0,0.0,33.5
2025-07-31T22:30:00,Vastrapur,0,0,0,0,1,0.0,33.5
2025-07-31T23:00:00,Ashram Road,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Bopal,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Ellis Bridge,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Gita Mandir,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Gota,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Hansol/Airport,2,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,IIM-A,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Jivraj,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Kalupur,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Maninagar,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Memnagar,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Motera,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Navrangpura,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Old City,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Prahladnagar,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Riverfront,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,SG Highway,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Shyamal,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Sindhu Bhavan,0,0,0,0,0,0.0,29.2
2025-07-31T23:00:00,Sola/Science City,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Thaltej,0,0,0,0,1,0.0,29.2
2025-07-31T23:00:00,Vastrapur,0,0,0,0,1,0.0,29.2
2025-07-31T23:30:00,Ashram Road,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Bopal,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Ellis Bridge,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Gita Mandir,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Gota,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Hansol/Airport,2,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,IIM-A,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Jivraj,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Kalupur,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Maninagar,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Memnagar,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Motera,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Navrangpura,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Old City,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Prahladnagar,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Riverfront,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,SG Highway,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Shyamal,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Sindhu Bhavan,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Sola/Science City,0,0,0,0,1,0.0,32.8
2025-07-31T23:30:00,Thaltej,0,0,0,0,0,0.0,32.8
2025-07-31T23:30:00,Vastrapur,0,0,0,0,1,0.0,32.8
2025-08-01T00:00:00,Ashram Road,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Bopal,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Ellis Bridge,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Gita Mandir,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Gota,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Hansol/Airport,2,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,IIM-A,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Jivraj,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Kalupur,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Maninagar,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Memnagar,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Motera,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Navrangpura,0,0,1,0,1,0.0,33.8
2025-08-01T00:00:00,Old City,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Prahladnagar,0,0,1,0,0,0.0,33.8
2025-08-01T00:00:00,Riverfront,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,SG Highway,0,0,1,0,0,0.0,33.8
2025-08-01T00:00:00,Shyamal,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Sindhu Bhavan,0,0,0,0,1,0.0,33.8
2025-08-01T00:00:00,Sola/Science City,0,0,0,0,0,0.0,33.8
2025-08-01T00:00:00,Thaltej,0,0,1,0,0,0.0,33.8
2025-08-01T00:00:00,Vastrapur,0,0,1,0,1,0.0,33.8
2025-08-01T00:30:00,Ashram Road,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Bopal,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Ellis Bridge,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Gita Mandir,0,0,0,0,1,0.0,31.3
2025-08-01T00:30:00,Gota,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Hansol/Airport,2,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,IIM-A,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Jivraj,0,0,0,0,1,0.0,31.3
2025-08-01T00:30:00,Kalupur,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Maninagar,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Memnagar,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Motera,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Navrangpura,0,0,1,0,0,0.0,31.3
2025-08-01T00:30:00,Old City,0,0,0,0,1,0.0,31.3
2025-08-01T00:30:00,Prahladnagar,0,0,1,0,0,0.0,31.3
2025-08-01T00:30:00,Riverfront,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,SG Highway,0,0,1,0,0,0.0,31.3
2025-08-01T00:30:00,Shyamal,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Sindhu Bhavan,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Sola/Science City,0,0,0,0,0,0.0,31.3
2025-08-01T00:30:00,Thaltej,0,0,1,0,0,0.0,31.3
2025-08-01T00:30:00,Vastrapur,0,0,1,0,0,0.0,31.3
2025-08-01T01:00:00,Ashram Road,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Bopal,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Ellis Bridge,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Gita Mandir,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Gota,0,0,0,0,1,0.0,33.6
2025-08-01T01:00:00,Hansol/Airport,2,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,IIM-A,0,0,0,0,1,0.0,33.6
2025-08-01T01:00:00,Jivraj,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Kalupur,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Maninagar,0,0,0,0,1,0.0,33.6
2025-08-01T01:00:00,Memnagar,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Motera,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Navrangpura,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Old City,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Prahladnagar,0,0,0,0,1,0.0,33.6
2025-08-01T01:00:00,Riverfront,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,SG Highway,0,0,0,0,1,0.0,33.6
2025-08-01T01:00:00,Shyamal,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Sindhu Bhavan,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Sola/Science City,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Thaltej,0,0,0,0,0,0.0,33.6
2025-08-01T01:00:00,Vastrapur,0,0,0,0,0,0.0,33.6
2025-08-01T01:30:00,Ashram Road,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Bopal,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Ellis Bridge,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Gita Mandir,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Gota,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Hansol/Airport,2,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,IIM-A,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Jivraj,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Kalupur,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Maninagar,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Memnagar,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Motera,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Navrangpura,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Old City,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Prahladnagar,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Riverfront,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,SG Highway,0,0,0,0,1,0.0,40.9
2025-08-01T01:30:00,Shyamal,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Sindhu Bhavan,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Sola/Science City,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Thaltej,0,0,0,0,0,0.0,40.9
2025-08-01T01:30:00,Vastrapur,0,0,0,0,0,0.0,40.9
2025-08-01T02:00:00,Ashram Road,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Bopal,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Ellis Bridge,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Gita Mandir,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Gota,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Hansol/Airport,0,0,0,0,1,0.0,29.2
2025-08-01T02:00:00,IIM-A,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Jivraj,0,0,0,0,1,0.0,29.2
2025-08-01T02:00:00,Kalupur,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Maninagar,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Memnagar,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Motera,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Navrangpura,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Old City,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Prahladnagar,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Riverfront,0,0,0,0,1,0.0,29.2
2025-08-01T02:00:00,SG Highway,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Shyamal,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Sindhu Bhavan,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Sola/Science City,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Thaltej,0,0,0,0,0,0.0,29.2
2025-08-01T02:00:00,Vastrapur,0,0,0,0,0,0.0,29.2
2025-08-01T02:30:00,Ashram Road,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Bopal,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Ellis Bridge,0,0,0,0,1,0.0,28.8
2025-08-01T02:30:00,Gita Mandir,0,0,0,0,1,0.0,28.8
2025-08-01T02:30:00,Gota,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Hansol/Airport,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,IIM-A,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Jivraj,0,0,0,0,1,0.0,28.8
2025-08-01T02:30:00,Kalupur,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Maninagar,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Memnagar,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Motera,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Navrangpura,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Old City,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Prahladnagar,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Riverfront,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,SG Highway,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Shyamal,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Sindhu Bhavan,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Sola/Science City,0,0,0,0,1,0.0,28.8
2025-08-01T02:30:00,Thaltej,0,0,0,0,0,0.0,28.8
2025-08-01T02:30:00,Vastrapur,0,0,0,0,0,0.0,28.8
2025-08-01T03:00:00,Ashram Road,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Bopal,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Ellis Bridge,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,Gita Mandir,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Gota,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,Hansol/Airport,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,IIM-A,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,Jivraj,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Kalupur,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Maninagar,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Memnagar,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,Motera,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Navrangpura,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Old City,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Prahladnagar,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Riverfront,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,SG Highway,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Shyamal,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Sindhu Bhavan,0,0,0,0,1,0.0,30.6
2025-08-01T03:00:00,Sola/Science City,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Thaltej,0,0,0,0,0,0.0,30.6
2025-08-01T03:00:00,Vastrapur,0,0,0,0,1,0.0,30.6
2025-08-01T03:30:00,Ashram Road,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Bopal,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Ellis Bridge,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Gita Mandir,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Gota,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Hansol/Airport,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,IIM-A,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Jivraj,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Kalupur,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Maninagar,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Memnagar,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Motera,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Navrangpura,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Old City,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Prahladnagar,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Riverfront,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,SG Highway,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Shyamal,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Sindhu Bhavan,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Sola/Science City,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Thaltej,0,0,0,0,2,3.5,33.7
2025-08-01T03:30:00,Vastrapur,0,0,0,0,2,3.5,33.7
2025-08-01T04:00:00,Ashram Road,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Bopal,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Ellis Bridge,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Gita Mandir,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Gota,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Hansol/Airport,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,IIM-A,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Jivraj,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Kalupur,0,0,0,0,1,0.0,31.0
2025-08-01T04:00:00,Maninagar,0,0,0,0,1,0.0,31.0
2025-08-01T04:00:00,Memnagar,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Motera,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Navrangpura,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Old City,0,0,0,0,0,0.0,31.0
2025-08-01T04:00:00,Prahladnagar,0,0,0,0,1,0.0,31.0
2025-08-01T04:00:00,Riverfront,0,0,0,0,1,0.0,31.0
2025-08-01T04:00:00,SG Highway,0,0,0,0,0,0.0,31.0
